,predictions,groundtruths
169,27.41819,38.9
170,25.857553,38.8
171,26.62691,39.1
172,26.798302,39.1
173,24.307701,39.3
174,29.620892,40.8
175,26.149652,41.8
176,49.736748,42.699999999999996
177,46.19568,43.50000000000001
178,37.23432,35.1
179,33.42897,6.2
180,3.651667,5.4
181,5.6468153,4.2
182,6.9810486,4.1
183,9.314767,3.8
184,11.092123,4.0
185,10.775239,3.9
186,15.026369,5.4
187,12.320479,7.900000000000001
188,25.768627,14.0
189,23.90987,17.1
190,21.60922,22.9
191,18.821291,25.0
192,19.62259,16.6
193,16.324959,12.799999999999999
194,15.176855,10.6
195,15.321264,10.7
196,15.312861,9.2
197,14.59515,7.2
198,17.335548,7.7
199,14.909036,6.800000000000001
200,25.512474,6.400000000000001
201,21.599651,5.5
202,17.740294,4.6
203,15.334309,3.2
204,3.4,3.4000000000000004
205,2.4,2.4
206,2.5098033,2.0
207,3.268652,2.0
208,3.9739635,2.4
209,3.8246832,2.7
210,6.922022,4.4
211,5.7233458,8.0
212,10.616462,12.999999999999998
213,10.542254,20.4
214,11.588643,29.7
215,10.612618,59.8
216,39.92607,53.4
217,31.255022,17.7
218,27.501593,10.700000000000001
219,26.656366,9.7
220,25.19342,7.6
221,23.398579,5.7
222,27.094254,5.0
223,24.167177,6.9
224,41.48982,5.599999999999999
225,36.894657,6.6
226,28.434519,5.6
227,25.896275,5.4
228,4.3831024,4.0
229,3.6654365,3.05
230,4.037234,2.1
231,4.9099455,2.8
232,5.743201,4.4
233,5.4390135,5.9
234,9.06664,6.0
235,7.607227,8.5
236,14.412336,20.3
237,14.284194,40.8
238,14.514655,61.300000000000004
239,13.088504,39.8
240,28.189682,28.3
241,22.186535,20.2
242,19.468159,18.1
243,18.869503,15.899999999999999
244,18.105253,14.200000000000001
245,16.898582,13.300000000000002
246,19.703669,12.6
247,16.809383,13.2
248,28.923977,14.7
249,24.732796,11.5
250,19.670885,9.3
251,17.665619,7.6000000000000005
252,7.0511923,6.9
253,5.884621,6.0
254,6.0920277,5.1
255,6.9476933,3.2
256,7.709188,4.5
257,7.0643353,4.7
258,11.068822,32.0
259,9.410988,45.5
260,18.235905,89.5
261,18.138391,85.6
262,17.698196,49.1
263,16.118517,35.9
264,28.7285,24.8
265,23.387604,14.099999999999998
266,21.366838,8.3
267,21.431332,9.9
268,21.094881,9.2
269,19.666685,10.200000000000001
270,23.034359,12.5
271,19.665667,14.599999999999998
272,35.783245,16.3
273,31.494505,18.800000000000004
274,25.128538,16.0
275,22.203041,16.3
276,13.064069,19.8
277,11.1885805,15.8
278,11.038127,10.700000000000001
279,11.90728,13.3
280,12.519219,22.499999999999996
281,11.612255,20.2
282,15.906262,41.1
